score	content	date	label	app	pred_label
5	믿고 사용하는 야놀자! 언제나 든즌합니다	2023-05-28	1	yanolja	0
4	매우만족합니다	2023-07-29	1	yanolja	1
4	깨끗하고 좋습니다	2022-04-20	1	yanolja	1
5	편하게 잘쓰고있어요^^	2024-07-04	1	yanolja	1
5	타 앱에 비해 저렴하네요 자주 애용할게요	2023-07-05	1	yanolja	1
5	굿굿	2022-10-15	1	yanolja	1
5	야구놀자 야놀자좋아요	2022-03-30	1	yanolja	1
5	비행기 티켛 예약은 가끔 더디지만 앉은 자리에서 여행지 교통수단 먹거리 할인 숙소까지~멋직 앱이에요 잘 놀다 오겠습니당	2024-01-02	1	yanolja	1
5	사용하기 편리해요!!	2022-07-26	1	yanolja	1
5	간편해서 좋아요 기프트카드사용처도많고	2022-11-03	1	yanolja	1
5	편함	2020-10-22	1	yanolja	1
5	교통이 좋아요	2021-05-10	1	yanolja	1
5	좋아요	2023-09-11	1	yanolja	1
5	숙박은 야놀자만한게 없는것같습니다 사용법도 편하고 보기도 편합니다 그리고 이건 야놀자뿐 아니라 다른어플들도 마찬갸지지만 사진이랑 직접 보는거랑 다르니 참고하셔요!	2024-04-15	1	yanolja	1
5	할인이 잘돼서 좋다	2021-09-30	1	yanolja	1
5	짱	2022-05-14	1	yanolja	1
5	좋아요	2023-09-03	1	yanolja	1
5	결제가 간편하다	2022-11-21	1	yanolja	1
5	좋아요	2024-01-03	1	yanolja	1
5	좋습니다	2022-09-03	1	yanolja	1
5	굿굿	2021-02-12	1	yanolja	1
5	좋은 가격. 좋아요~!!!	2022-06-18	1	yanolja	1
5	역시 숙박앱은 야놀자!!!	2022-02-17	1	yanolja	1
5	편해요.	2022-01-08	1	yanolja	1
5	좋아요~~^^	2024-01-23	1	yanolja	1
5	다른 앱에 없는 예약가능숙소보기 기능이 피로도를 줄여주고 좋습니다	2022-10-01	1	yanolja	1
5	간편하고 풍부한 후기 좋아요	2023-11-21	1	yanolja	1
5	굿	2020-10-09	1	yanolja	1
5	예약은 물론 취소도 편리하고 밀크코인 사용해서 항상이용합니다.	2022-06-19	1	yanolja	1
5	👍	2022-09-17	1	yanolja	1
5	굿	2021-01-22	1	yanolja	1
5	여행시 자주사용해요😆	2024-09-18	1	yanolja	1
4	말할수 ㅇ벗는 비밀이에요	2022-09-18	1	yanolja	1
4	가끔 특가 뜨고 차이앱으로 할인받아 좋아요	2020-01-31	1	yanolja	1
5	쿠폰을 따로 발급안받아도되서 좋아요	2023-08-12	1	yanolja	1
5	비슷한 앱중에 제일 좋은것 같아요	2021-01-28	1	yanolja	1
5	좋아요 ^^ 추천합니다^^ 출장자주다니는데 할인도 많이 되고예약하기 편하네요	2022-07-01	1	yanolja	1
5	할인이 좋아요	2024-02-11	1	yanolja	1
5	봏아요	2021-03-15	1	yanolja	1
5	조아요!!!!	2022-02-08	1	yanolja	1
5	좋아요	2020-01-08	1	yanolja	1
5	Good!	2021-09-23	1	yanolja	1
5	좋아요 쿠폰 많이 주세요 ~~~	2022-08-12	1	yanolja	1
5	굿	2022-10-24	1	yanolja	1
5	조헝요	2024-08-31	1	yanolja	1
5	간편해요 할인도 많이되고	2020-07-09	1	yanolja	1
4	좋아요	2022-05-05	1	yanolja	1
5	잘쓰고있음	2024-07-16	1	yanolja	1
5	여기**보다 쿠폰 쓰는게 편리함. 가격도 더 저렴해서 좋음~	2024-10-23	1	yanolja	1
5	이벤트 쿠폰이 아주잘되어있어 최저가가격으로 항상 야놀자를 이용합니다 다른분들도 야놀자를 이용하기를 적극추천합니다	2020-10-17	1	yanolja	1
5	야놀자 잘 이용하고 있어요^^	2023-10-07	1	yanolja	1
5	좋아요 할인 굿	2020-02-21	1	yanolja	1
5	할인굿	2021-02-01	1	yanolja	1
5	좋네요	2020-11-08	1	yanolja	1
5	정확한 정보 검색 용이해요 할인도 엄청 고마워요	2023-07-21	1	yanolja	1
5	인원많아 추가요금 필요할때 현장결재할지 예매할때 같이 낼지 있으면 좋겠습니다	2024-07-15	1	yanolja	1
5	짠짱	2020-07-25	1	yanolja	1
5	할인 넘 좋음	2020-09-26	1	yanolja	1
5	좋아요 많이 사용하세요	2022-09-11	1	yanolja	1
5	여기어때 보다 할인울 좋음	2021-09-29	1	yanolja	1
5	깨끗하고 컴퓨터도 빠르고 너무 좋아요	2023-06-14	1	yanolja	1
5	편의성과 쿠폰!! 좋습니당	2023-06-15	1	yanolja	1
5	빠른 검색안내가 아주 좋아요..	2022-08-15	1	yanolja	1
5	굿근ㅅ	2021-04-09	1	yanolja	1
5	굿	2024-01-11	1	yanolja	1
5	좋다구조아아어엉	2021-06-09	1	yanolja	1
5	다른 사이트보다 검색이 편하고 요금도 저렴하고 할인기회도 많네요	2024-02-13	1	yanolja	1
5	편리하고 좋네요	2021-01-13	1	yanolja	1
5	좋아요	2022-05-22	1	yanolja	1
5	여행어플 여러개쓰는데 가격으로 가장 좋은건 야놀자에요ㅎㅎ 해외갈때도 이용할수있길!(최근못가서 서비스를 잘 모릅니당^^;)	2022-06-26	1	yanolja	1
5	좋습니다	2022-06-10	1	yanolja	1
5	어플을 설치하시면 지역별 숙박 검색등 할인 쿠폰적용 하여 저렴하게 이용가능해 좋습니다~	2020-05-12	1	yanolja	1
5	숙소검색이 빨라요 예약도 쉽게 되고요 좋습니다.	2021-04-24	1	yanolja	1
5	괜찮아요~!	2020-02-06	1	yanolja	1
5	좋아졋네요	2020-11-26	1	yanolja	1
5	사용하기도 편하고 결제도 빠르고 좋아요!	2020-04-28	1	yanolja	1
5	굿	2020-06-11	1	yanolja	1
5	편리해요	2023-05-03	1	yanolja	1
5	좋아요	2023-09-03	1	yanolja	1
5	좋아요	2022-08-01	1	yanolja	1
5	좋은곳많음	2021-12-17	1	yanolja	1
4	방 설명이 잘해주셔서 선택하기 좋습니다	2020-05-27	1	yanolja	1
5	아주좋소	2021-03-06	1	yanolja	1
5	좋아요	2020-02-28	1	yanolja	1
4	숙소 알아보기 위한 최상의 어플	2020-07-26	1	yanolja	1
5	사용이 편리하고 할인율도 좋아요	2022-07-03	1	yanolja	1
5	통합검색이 있었으면 합니다	2021-11-28	1	yanolja	1
5	여기가 제일 저렴하네요	2022-08-06	1	yanolja	1
4	ㄱ아라 개	2020-11-08	1	yanolja	1
5	믿을만하다	2024-01-28	1	yanolja	1
5	편해요	2020-11-26	1	yanolja	1
5	상상대로 굳ㅎ	2023-11-04	1	yanolja	1
5	좋소	2023-10-25	1	yanolja	1
5	싸고 할인도되고 믿을수있어 좋아요	2021-05-15	1	yanolja	1
5	편해요!	2020-03-24	1	yanolja	1
4	할인된가격에 예약해서 좋아요	2024-07-30	1	yanolja	1
5	쓰기편해요	2022-07-07	1	yanolja	1
5	굿	2021-01-30	1	yanolja	1
5	편하게 사용하고있어요	2022-05-25	1	yanolja	1
5	굿	2020-01-26	1	yanolja	1
5	좋아요	2023-05-16	1	yanolja	1
5	믿고 이용할만하네요	2022-12-05	1	yanolja	1
5	날짜검색이랑 후기숙소 정보검색하기 편리하네요	2022-07-12	1	yanolja	1
5	이벤트 혜택이 많아 너무좋아요😊👍	2021-11-26	1	yanolja	1
5	급할때 예약하기 매우 편리합니다	2023-10-14	1	yanolja	1
5	굿굿굿굿굿굿	2022-08-20	1	yanolja	1
5	Kt멤버십할인 그리고 결제가 편함 굿!	2020-02-01	1	yanolja	1
5	쉽고 빠름.. 시각적으로 선택이 쉽고.. 결재도 어렵지 않게 okay	2021-10-25	1	yanolja	1
5	깨끗하고 친절해요	2024-10-02	1	yanolja	1
5	숙소도 많고 편리해요	2024-05-13	1	yanolja	1
5	저에게는 편핫 어플인거 같아요.	2020-07-01	1	yanolja	1
5	아고다나 다른 사이트에 없는 좋은 숙소가 많이 있네요	2020-07-21	1	yanolja	1
5	좋아요	2020-08-18	1	yanolja	1
5	굿굿!!	2024-02-21	1	yanolja	1
5	머늘최고죵	2022-09-01	1	yanolja	1
5	쿠폰 이벤트 많아서 좋아요	2020-01-17	1	yanolja	1
5	됴아여	2021-09-11	1	yanolja	1
5	굿	2023-04-19	1	yanolja	1
5	좋아요	2021-10-23	1	yanolja	1
5	굿뜨	2024-01-17	1	yanolja	1
5	저렴하고 좋습니다	2020-06-13	1	yanolja	1
5	편하서	2020-11-05	1	yanolja	1
5	좋아요	2024-10-03	1	yanolja	1
5	.어렵지않고 편하게 결제 할수있네요	2020-02-06	1	yanolja	1
5	친구가 야놀자 직원입니다. 야놀자 화이팅!	2020-06-10	1	yanolja	1
5	좋아요	2022-05-02	1	yanolja	1
5	조아요	2020-04-25	1	yanolja	1
5	숙소 예약할때마다 이용해요. 예약도 쉽고, 보기가 쉬워서 타 어플보다 선호합니다! 할인 자주해줘서 여행을 더 자주 다니게 되네요	2024-02-24	1	yanolja	1
5	편해요	2023-06-05	1	yanolja	1
5	좋아요~	2021-02-09	1	yanolja	1
5	숙박 예약하기 편하구 좋네요!	2023-11-27	1	yanolja	1
4	편리하게 찾아 쓸수있어서 좋습니다! 따봉~*	2020-06-13	1	yanolja	1
5	좋아요	2021-10-26	1	yanolja	1
4	가격비교 굳	2021-12-16	1	yanolja	1
5	좋아요	2022-03-05	1	yanolja	1
5	좋아여	2022-08-26	1	yanolja	1
5	굿	2024-04-30	1	yanolja	1
5	간편함, 편리성이 뛰어납니다!	2020-07-22	1	yanolja	1
5	저렴한상품이많아요	2024-02-25	1	yanolja	1
5	고속버스 예매 좋네요 👍!!	2021-09-24	1	yanolja	1
4	자주애용하고있어요~ 쿠폰쓸라하면 안되는게많은건아쉽네요ㅜ	2020-05-13	1	yanolja	1
4	할인이 많아요	2022-10-27	1	yanolja	1
5	청결/정리정돈 잘되어 있음 바다가 바로 앞이라 산책하기 좋아요~~~	2022-04-13	1	yanolja	1
5	편하게 예약가능합니다 잘쓰고 있어요	2024-02-17	1	yanolja	1
5	할인혜택 좋아요	2021-09-12	1	yanolja	1
5	예약하기편하고 가격도 네이버 최저가보다 싸네요	2023-02-20	1	yanolja	1
5	좋고 편하네요	2022-10-15	1	yanolja	1
5	좋아요	2023-09-01	1	yanolja	1
5	ㄱㅈㄱㅅㅈ드	2024-08-16	1	yanolja	1
5	좋아요	2023-07-30	1	yanolja	1
5	좋은 상품들만 검색해서 알려줌	2024-03-16	1	yanolja	1
5	다양한 숙박업소에 대한 정보가 유용합니다. 여름휴가와 추석연휴를 야놀자와 함께하네요~~^^	2022-07-10	1	yanolja	1
4	굿	2020-05-20	1	yanolja	1
5	고속버스 예매를 주로 사용하는데 이 어플리케이션 하나만 사용해도 숙소 예약 등 다른 것도 가능해서 좋습니다.	2022-11-28	1	yanolja	1
5	야놀자앱을 삭제한 상태이고 이용하지 않고 있는데 갑자기 인증번호가 카톡으로 날아왔습니다. 누군가의 도용인지 오류인지 몰라서 좀 걱정되네요 확인좀가능할까요?	2020-11-13	1	yanolja	0
5	선착순쿠폰 없은시 그 다음날 기다리면 다시 생겨 좋아요 할인에 또 할인 아주좋아요	2020-10-13	1	yanolja	1
5	야놀자 쵝오	2022-04-06	1	yanolja	1
5	싸고 좋은 숙소 추천해주셔서 감사합니다!!	2024-05-27	1	yanolja	1
5	할인도 잘되고 상세히 알려줌 편함	2020-02-14	1	yanolja	1
5	좋습니다	2023-08-31	1	yanolja	1
5	편하네요	2020-07-20	1	yanolja	1
5	쉬운 사용법	2024-01-04	1	yanolja	1
5	굿	2023-07-07	1	yanolja	1
5	아주 편하고 좋아요	2024-05-16	1	yanolja	1
5	4ㅅㅅ숏쇼숏ㅕㅅㅅㅅ쇼ㅛ쇼ㅛㅛㅛㅛㅛㅛㅅ쇼9ㅜㅐㅏㅗㅕ	2021-08-30	1	yanolja	0
5	자주 이용하는데 너무 좋아요	2022-12-30	1	yanolja	1
5	조아	2023-09-11	1	yanolja	0
5	간편해서 좋아요	2022-09-17	1	yanolja	1
5	굿	2023-11-22	1	yanolja	1
5	저렴하고 혜택도 많아서 사용하기 편합니다.	2024-08-14	1	yanolja	1
5	저출산기여 굳	2023-10-19	1	yanolja	1
5	넘좋아요	2020-05-12	1	yanolja	1
4	문자인증인줄 알았는데 카톡인증이네요 카톡 가입 안 되어있어서 가입을 못했어요 이러한 문제도 개선되었으면 좋겠네요.	2021-06-08	1	yanolja	0
5	좋음	2021-03-11	1	yanolja	1
5	좋아요	2022-06-12	1	yanolja	1
5	야놀자로 갈수있는곳이 많네요~~	2024-02-22	1	yanolja	1
5	좋아요	2022-06-17	1	yanolja	1
5	조아요	2023-06-25	1	yanolja	1
5	👍 굿	2020-05-06	1	yanolja	1
5	좋아요	2022-10-23	1	yanolja	1
5	좋음	2020-06-01	1	yanolja	1
5	최고	2021-04-06	1	yanolja	1
5	굿	2021-09-15	1	yanolja	1
5	사용하기 편하고 쉬워요	2020-12-08	1	yanolja	1
5	아이들이 좋아해요	2023-09-03	1	yanolja	1
5	깔끔해서 조아요	2020-03-12	1	yanolja	1
4	급할때 유용한 정보 제공~	2022-02-20	1	yanolja	1
5	빠르고 편하고 매우 경제적으로 많은 도움이 됩니다.	2024-06-23	1	yanolja	1
5	차이어플과 연동하여 할인받아 좋네요	2020-10-17	1	yanolja	1
4	깨끗하고 강 전망이 좋아요	2024-04-14	1	yanolja	1
5	조음 디스플레이가 간단하고 복잡하지않아서 좋음 근데갑자기 업뎃되고 복잡해짐 별루	2022-07-07	1	yanolja	1
5	이거말고 다른거 생각못함	2021-05-20	1	yanolja	0
5	빠르고좋아요	2024-05-19	1	yanolja	1
5	많은 곳을 알려주는 좋은 앱인거 같아요	2020-06-30	1	yanolja	1
5	굳	2022-04-09	1	yanolja	1
5	하라고 하길래 적어드립니다 쌍따봉띠	2020-01-25	1	yanolja	1
5	굿입니다	2024-05-02	1	yanolja	1
5	좋아요	2023-07-02	1	yanolja	1
5	굿	2022-07-25	1	yanolja	1
5	깔끔합니다	2020-07-18	1	yanolja	1
5	가까우곳을 정확히 검색해줌	2020-01-19	1	yanolja	0
5	좋아용	2020-10-30	1	yanolja	1
5	전국의 모든 부분을 검색할수있고 가격정보가 저령해서 좋음	2020-07-21	1	yanolja	1
5	잘쓰는중 ㅎㅎ	2021-04-28	1	yanolja	1
5	아주 편리함	2023-11-28	1	yanolja	1
5	굿	2022-07-24	1	yanolja	1
5	너무좋습니다	2023-07-05	1	yanolja	1
5	쿠폰이 아주 .. 좋아요	2020-05-03	1	yanolja	1
5	좋음!	2022-07-06	1	yanolja	1
5	쿠폰베네핏굿굿	2021-10-24	1	yanolja	1
5	좋군요	2020-06-07	1	yanolja	1
5	좋아요	2020-07-24	1	yanolja	1
4	저렴하게 구매가능	2021-06-03	1	yanolja	1
5	😀	2022-07-20	1	yanolja	1
5	다른 곳보다 편리하고 저렴하게 예약할 수 있네요..	2024-02-11	1	yanolja	1
5	잘사용 하고있습니다	2021-05-01	1	yanolja	1
5	사용하기 쉽고 편함 아싸뵹	2020-08-18	1	yanolja	1
4	좋아요	2020-07-05	1	yanolja	1
5	늘 이용중입니다. 다만 실시간무통장입금 결제여부도 있으면 너무너무좋을듯싶어용	2020-11-17	1	yanolja	1
5	좋아요	2024-03-06	1	yanolja	1
5	좋아요	2020-05-04	1	yanolja	1
5	굿굿	2021-12-28	1	yanolja	1
5	굿굿 좋아요	2022-12-17	1	yanolja	1
5	굿	2020-06-01	1	yanolja	1
5	쿠폰줘서 좋아용	2022-04-17	1	yanolja	1
5	너무 좋아요	2020-01-20	1	yanolja	1
5	굿	2020-11-04	1	yanolja	1
5	간편	2023-09-13	1	yanolja	1
5	정말 많이 사용하고 혜택도 많아요.	2024-08-20	1	yanolja	1
5	타 어플과 비교 불가!	2021-05-08	1	yanolja	1
5	굿	2020-06-09	1	yanolja	1
5	아주 유용하고 좋네요	2020-01-21	1	yanolja	1
5	좋아요	2020-03-26	1	yanolja	1
5	굿	2024-08-29	1	yanolja	1
5	야놀자 앱. 사용하기 아주 좋아요 😀	2022-04-25	1	yanolja	1
4	아고다 보다는 몇천원 더비싸도 결재하기편해서 좋아요♡	2020-11-01	1	yanolja	1
5	예약 결제가 간편해서 좋아요	2021-11-05	1	yanolja	1
5	좋아요!!	2021-10-05	1	yanolja	1
5	아주 편해용	2023-10-02	1	yanolja	1
5	차이 할인 왜 10프로에서 5프로로 낮췄나요? 코로나때문인가?	2020-04-07	1	yanolja	0
5	좋아요 편하고 할인도 많이해줍니다.	2022-06-25	1	yanolja	1
4	편리하고 좋아요	2024-08-17	1	yanolja	1
5	할인혜택 좋아요	2022-04-30	1	yanolja	1
5	편해요	2023-11-16	1	yanolja	1
5	굿	2020-09-22	1	yanolja	1
4	깨끗해요	2024-09-29	1	yanolja	1
5	너무좋아요	2022-09-14	1	yanolja	1
5	좋아요	2020-01-10	1	yanolja	1
5	할인율도 높고 이용하기 편리해요	2023-05-12	1	yanolja	1
5	아주조와요	2020-01-08	1	yanolja	1
5	굿입니다하하하하핳하핳ㅎ	2020-05-19	1	yanolja	1
5	가장 간편하고 정확하고 보기 편해요	2022-11-12	1	yanolja	1
5	좋아요. 할인 좋아요	2023-02-25	1	yanolja	1
5	할인혜택등 이용하기 편리해요	2024-05-01	1	yanolja	1
5	좋아요.	2022-06-22	1	yanolja	1
5	케이티할인되서 너무 좋네요ㅎㅎ 굳굳	2020-02-01	1	yanolja	1
5	굿	2020-08-25	1	yanolja	1
5	개편함....	2022-06-27	1	yanolja	0
5	저렴하네요	2023-10-12	1	yanolja	1
5	여행 개꿀띠	2020-02-02	1	yanolja	1
5	편해요~~	2022-08-18	1	yanolja	1
5	좋음	2023-10-06	1	yanolja	1
5	편리한 예약에 할인 혜택까지 넘 좋네요~!	2023-12-22	1	yanolja	1
5	굿	2024-06-17	1	yanolja	1
5	보기 편하고 조건 검색 되어서 좋네요~	2020-10-11	1	yanolja	1
4	햘인쿠폰 짱이다!	2020-01-22	1	yanolja	1
5	편리하네요	2022-12-21	1	yanolja	1
5	편리하고 유용하게 방예약가능	2021-02-14	1	yanolja	1
5	굿	2022-10-09	1	yanolja	1
4	좋아요 다음에도 이용하고파요	2024-10-05	1	yanolja	1
5	좋음	2022-05-21	1	yanolja	1
5	좋아요	2020-10-06	1	yanolja	1
5	빠른 예약 좋은 시설	2020-04-21	1	yanolja	1
5	비교불가	2021-12-15	1	yanolja	1
5	친구가 추천해줘서 사용해보았는데 편합니다.	2023-04-22	1	yanolja	1
4	예약이편합니다	2021-09-14	1	yanolja	1
5	잘찾으면좋아요	2020-06-20	1	yanolja	1
5	좋습니다	2020-04-17	1	yanolja	1
5	좋넹요 조아	2021-05-27	1	yanolja	1
5	좋아요	2023-07-27	1	yanolja	1
5	어플이 편해요	2022-05-29	1	yanolja	1
5	최고	2023-01-25	1	yanolja	1
5	깨끗하고 좋아요	2022-05-15	1	yanolja	1
5	좋네역시	2020-08-11	1	yanolja	1
5	그냥 싼거 같아서 여기서만 예약함 쿠폰이랑 제휴사 중복 할인 됐으면 좋겠네요 ㅎㅎ	2020-07-21	1	yanolja	1
5	할인혜택이 되어 좋아요	2022-08-21	1	yanolja	1
5	신규가입 서비스가 너무좋네요	2023-10-05	1	yanolja	1
5	편하고좋아요	2022-09-07	1	yanolja	1
5	에버랜드~!!큐패스로 최고	2024-04-23	1	yanolja	1
5	편해요~	2020-05-16	1	yanolja	1
5	굿	2020-05-18	1	yanolja	1
5	좋은방싸게예약해서좋아요~	2021-01-03	1	yanolja	1
5	차이 10%할인 이거 계속 됬으면 하는 바램이에요	2020-02-04	1	yanolja	1
5	할인도많이되고 넘나좋앙	2020-08-18	1	yanolja	1
5	숙소가 가장 많고 좋습니다~!	2020-10-23	1	yanolja	1
5	👍👍	2022-08-12	1	yanolja	1
5	야놀자 좋아요~	2024-02-23	1	yanolja	1
5	다른곳에는 숙박안뜨는데.여기는 돼용	2022-03-13	1	yanolja	0
5	네이버에 예약 하는것 보다 15000원 싸게 잡았네요ㅎㅎ	2020-05-25	1	yanolja	1
5	쿠폰자주 이벤트 해줫으면좋겟네요	2020-05-24	1	yanolja	1
5	좋아요	2024-09-19	1	yanolja	1
4	좋아요굿	2021-09-20	1	yanolja	1
5	굿	2022-09-22	1	yanolja	1
5	굿	2021-03-09	1	yanolja	1
5	아주좋아요.	2023-01-25	1	yanolja	1
5	검색하기 쉽고. 편해요	2022-10-13	1	yanolja	1
5	편리하고 좋아요	2023-01-30	1	yanolja	1
5	조아요 빠르고	2020-12-15	1	yanolja	1
5	빠르고 좋아요	2022-10-05	1	yanolja	1
5	저렴한가격	2021-05-13	1	yanolja	1
5	굿	2021-04-11	1	yanolja	1
5	좋아요	2020-12-17	1	yanolja	1
5	사용하기 편리합니다	2020-02-09	1	yanolja	1
4	첨 써보는데 괜찮은거같네요	2020-01-14	1	yanolja	1
5	무료취소 좋아요!	2022-06-20	1	yanolja	1
5	싸고 합리적인 가격	2020-05-25	1	yanolja	1
5	좋아요~~	2022-07-30	1	yanolja	1
5	사용하기편해요	2020-10-26	1	yanolja	1
5	잘 사용하고있습니다 유용한어플입니다	2022-01-26	1	yanolja	1
5	좋아요	2022-07-31	1	yanolja	1
5	확실히 다른곳보다 저렴	2024-08-02	1	yanolja	1
5	좋아요	2023-08-05	1	yanolja	1
5	사용하기가 편해요	2021-12-20	1	yanolja	1
5	좋아요	2020-03-30	1	yanolja	1
5	숙소 찾아다니지 않고 저렴하게 이용할수 있어 좋아요~^	2022-11-25	1	yanolja	1
5	편리함	2021-02-03	1	yanolja	1
5	조아요깔금하고 주인조아요	2023-09-29	1	yanolja	1
5	좋아요	2023-12-02	1	yanolja	1
5	필터 사용이 쉬움	2024-05-03	1	yanolja	1
4	싸게 잘 예약했습니다 룸이 너무 빨리 빠져 원하는곳 예약이 힘든게 조금 단점이네요..	2020-01-26	1	yanolja	0
5	사용하기 편해요	2021-03-05	1	yanolja	1
5	잘사용중입니다.	2022-01-18	1	yanolja	1
5	좋아요!	2020-01-22	1	yanolja	1
5	쿠폰 활용 좋아용	2020-05-07	1	yanolja	1
5	굿	2020-06-21	1	yanolja	1
5	늘 깨끗하고 빠르게 저렴하게 야놀자가 제일 좋습니다	2020-05-21	1	yanolja	1
5	쿠폰 궅	2020-08-17	1	yanolja	1
5	한눈에 쉽게 맞춤정보 제공되어 아주 만족스럽네요	2020-04-29	1	yanolja	1
5	좋아요~~	2024-07-05	1	yanolja	1
5	예약하기 편하고 할인쿠폰도 많습니다!	2022-08-18	1	yanolja	1
5	조아요	2022-01-05	1	yanolja	1
5	편해요	2024-05-27	1	yanolja	1
5	합병후, 좀 더 좋은 호텔 리조트가 라인업되어서 좋아요	2020-02-06	1	yanolja	1
5	좋아요~	2020-05-31	1	yanolja	1
5	야놀자 좋아요 ㅎㅎ	2020-07-02	1	yanolja	1
5	예약 스킨스가 용이하고 간편해서 참 좋았습니다	2024-07-05	1	yanolja	1
5	예약하기 편해요	2022-09-30	1	yanolja	1
5	굳	2024-08-06	1	yanolja	1
5	좋아요	2022-06-21	1	yanolja	1
5	편해요	2021-04-12	1	yanolja	1
5	늘 잘 이용하는 야놀자 굿👍👍👍👍	2020-07-21	1	yanolja	1
5	제일 저렴한거 같아요	2023-08-18	1	yanolja	1
5	굳	2021-02-06	1	yanolja	1
5	가격이 타사보다싸서	2020-02-03	1	yanolja	1
5	최고	2022-11-26	1	yanolja	1
5	친절하고 청결해요	2023-09-24	1	yanolja	1
5	좋아요	2024-03-01	1	yanolja	1
4	사용 편하고, 좋아요.	2024-03-02	1	yanolja	1
5	굳	2022-10-24	1	yanolja	1
5	차이결제 10% 저렴하게 결제하니.. 좋네요..^^	2020-01-18	1	yanolja	1
5	굿	2020-10-23	1	yanolja	1
5	굿	2020-07-08	1	yanolja	1
5	좋아욤	2020-06-29	1	yanolja	1
5	멤버십및 쿠폰잇어서 좋아요	2020-03-13	1	yanolja	1
5	최저가네요!! 최곱니다.	2024-01-12	1	yanolja	1
5	조아요	2020-09-12	1	yanolja	1
5	이벤트도 많고 좋아요~~	2020-11-07	1	yanolja	1
5	좋아요.	2022-06-29	1	yanolja	1
5	이용해 보세요 좋아요	2023-10-05	1	yanolja	1
4	더 많은 모텔 및 호텔과 연계가 필요합니다	2023-06-01	1	yanolja	1
5	편하고 쉽다	2020-09-04	1	yanolja	1
5	굳굳	2020-02-13	1	yanolja	1
5	가격저렴하고 많은 숙박업소를 볼수있어서 좋았습니다!!	2020-09-16	1	yanolja	1
5	좋아요	2024-04-15	1	yanolja	1
5	좋아요!	2021-11-04	1	yanolja	1
5	다른 숙소 사이트보다 가격할인을 더 많이함.	2023-11-23	1	yanolja	1
5	조하요	2020-08-27	1	yanolja	1
5	굿굿	2022-11-15	1	yanolja	1
5	사용하기 편하고 좋네요	2024-07-25	1	yanolja	1
5	여기어때보다 할인 높음	2020-01-03	1	yanolja	1
4	괜츈함	2021-09-14	1	yanolja	1
5	올 여름 여기어때	2024-07-30	1	yanolja	1
5	지역별로 쉽게 비교, 검색 가능	2021-01-27	1	yanolja	1
5	잘찾아냄	2024-10-20	1	yanolja	1
5	그냥 편하다	2024-09-09	1	yanolja	1
5	좋아요	2020-12-02	1	yanolja	1
5	정확한 정보	2020-10-04	1	yanolja	1
5	쉽고 편하게 여러 정보를 한곳에서 볼수있고 이용할수 있어서 좋아요	2022-07-19	1	yanolja	1
5	좋습니다	2020-04-23	1	yanolja	1
5	청결해요. 스타일러 너무 좋아요	2023-01-03	1	yanolja	1
5	굿굿	2021-11-13	1	yanolja	1
5	좋아요~	2020-06-16	1	yanolja	1
4	굿	2024-04-12	1	yanolja	1
5	좋군요	2020-03-21	1	yanolja	1
5	할인 쿠폰도 자주 주고 앱 사용하기에도 편리해요~	2024-09-25	1	yanolja	1
5	굿	2023-07-08	1	yanolja	1
5	아주 나이스	2022-06-22	1	yanolja	1
5	선두주자	2021-02-08	1	yanolja	1
